beds,category,city,direction,district,news_begin_date,news_end_date,news_id,news_type_level,price,root,square,street,ward,label_price
,Nhà đất bán,Hồ Chí Minh,,Gò Vấp,9/7/2018,10/7/2018,17510851,Tin thường,3.75,nha_dat_ban,70m²,Dương Quảng Hàm,5,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 3,9/9/2018,9/16/2018,16121308,Tin thường,295,nha_dat_ban,1000m²,Trương Định,9,tỷ
,Nhà đất bán,Đồng Nai,,Nhơn Trạch,9/7/2018,9/14/2018,17194513,Tin thường,780,nha_dat_ban,93m²,,Phú Đông,triệu
4+,Nhà đất bán,Hồ Chí Minh,,Phú Nhuận,9/8/2018,9/15/2018,17524289,Tin thường,6.2,nha_dat_ban,44m²,Đoàn Thị Điểm,1,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 3,9/7/2018,9/14/2018,17046846,Tin thường,500,nha_dat_thue,Không xác định,Nguyễn Đình Chiểu,6,nghìn/tháng
,Nhà đất bán,Đồng Nai,,Biên Hòa,9/7/2018,9/14/2018,15307018,Tin thường,1.75,nha_dat_ban,60m²,Bùi Hữu Nghĩa,Bửu Hòa,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 3,9/7/2018,9/14/2018,17512380,Tin thường,37,nha_dat_ban,170m²,Cư xá Đô Thành,4,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 3,9/6/2018,9/13/2018,17048695,Tin thường,290,nha_dat_ban,954m²,Lê Quý Đôn,7,tỷ
,Nhà đất cho thuê,Hà Nội,,Tây Hồ,7/30/2018,10/28/2018,16967752,Tin thường,3,nha_dat_thue,70m²,Nguyễn Hoàng Tôn,Phú Thượng,triệu/tháng
,Nhà đất cho thuê,Hà Nội,,Cầu Giấy,9/10/2018,9/17/2018,15031628,Tin thường,4,nha_dat_thue,35m²,Nguyễn Ngọc Vũ,Trung Hòa,triệu/tháng
2+,Nhà đất cho thuê,Hồ Chí Minh,,Tân Bình,9/5/2018,9/12/2018,16597993,Tin thường,11,nha_dat_thue,75m²,Cộng Hòa,,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 2,9/8/2018,9/15/2018,17523119,Tin thường,1.5,nha_dat_ban,80m²,Trần Não,An Phú,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/6/2018,9/13/2018,15895622,Tin thường,10.5,nha_dat_ban,140m²,Dương Đình Hội,Phước Long B,tỷ
,Nhà đất bán,Đồng Nai,,Biên Hòa,9/7/2018,9/14/2018,17505203,Tin thường,22,nha_dat_ban,98m²,Võ Thị Sáu,Quyết Thắng,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Thủ Đức,9/6/2018,9/16/2018,14850875,Tin thường,,nha_dat_ban,140m²,Quốc Lộ 13,Hiệp Bình Phước,
,Nhà đất cần thuê,Hồ Chí Minh,,Bình Thạnh,1/1/2018,1/1/2018,,,,nha_dat_can_thue,Trên 77m²,,,
,Nhà đất bán,Bình Dương,,Bắc Tân Uyên,9/6/2018,9/13/2018,17494190,Tin thường,7,nha_dat_ban,100m²,ĐT 746,Đất Cuốc,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/10/2018,9/17/2018,17536253,Tin thường,7.9,nha_dat_ban,25m²,Phạm Văn Đồng,13,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/10/2018,9/17/2018,17336358,Tin thường,13.8,nha_dat_ban,56.25m²,Tô Hiến Thành,15,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Thủ Đức,9/6/2018,9/18/2018,17501156,Tin thường,10,nha_dat_thue,28m²,Kha Vạn Cân,Hiệp Bình Chánh,triệu/tháng
2+,Nhà đất bán,Hồ Chí Minh,Tây-Nam,Quận 12,9/8/2018,9/16/2018,16627419,Tin thường,2.15,nha_dat_ban,45.5m²,Thạnh Lộc 31,Thạnh Lộc,tỷ
,Nhà đất cho thuê,Hà Nội,,Hoàng Mai,8/20/2018,9/11/2018,17302906,Tin thường,90,nha_dat_thue,1390m²,Giải Phóng,,nghìn/m2/tháng
,Nhà đất cần mua,Bình Dương,,Bến Cát,1/1/2018,1/1/2018,,,,nha_dat_can_thue,Trên 100m²,NH2,,
,Nhà đất cho thuê,Bình Dương,Đông-Bắc,Dĩ An,8/21/2018,9/20/2018,17308518,Tin thường,,nha_dat_thue,140m²,Lê Thị Út,Tân Đông Hiệp,
,Nhà đất bán,Gia Lai,,Ia Grai,5/23/2018,11/19/2018,16006291,Tin thường,1.6,nha_dat_ban,27000m²,,Ia Pếch,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 3,9/5/2018,9/12/2018,17420939,Tin thường,80,nha_dat_thue,Không xác định,Võ Văn Tần,,triệu/tháng
,Nhà đất bán,Hà Nội,Tây-Bắc,Hai Bà Trưng,9/8/2018,9/15/2018,11340745,Tin thường,1.25,nha_dat_ban,36.7m²,Đê Trần Khát Chân,Thanh Lương,tỷ
,Nhà đất cần thuê,Hồ Chí Minh,,Bình Thạnh,1/1/2018,1/1/2018,,,,nha_dat_can_thue,Trên 90m²,,,
,Nhà đất bán,Bình Dương,Nam,Thuận An,9/7/2018,9/14/2018,17239829,Tin Vip 1,2.6,nha_dat_ban,100m²,NA7,Bình Hòa,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Phú Nhuận,9/5/2018,9/14/2018,17030682,Tin thường,40,nha_dat_thue,125m²,Nguyễn Văn Trỗi,8,triệu/tháng
,Nhà đất bán,Khánh Hòa,,Nha Trang,9/9/2018,9/16/2018,12934760,Tin thường,24,nha_dat_ban,375m²,,Phước Đồng,triệu/m²
,Nhà đất bán,Hà Nội,Đông-Nam,Hoài Đức,9/8/2018,10/8/2018,14880230,Tin thường,30,nha_dat_ban,46.3m²,Vân Canh,Vân Canh,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Quận 2,9/7/2018,9/14/2018,14075608,Tin thường,9,nha_dat_ban,Không xác định,,Bình Trưng Tây,tỷ
,Nhà đất bán,Hồ Chí Minh,,Phú Nhuận,9/9/2018,9/16/2018,17530389,Tin thường,23.9,nha_dat_ban,Không xác định,Phan Xích Long,2,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 1,9/6/2018,9/13/2018,17489640,Tin Vip 3,8.6,nha_dat_ban,44.64m²,Lương Hữu Khánh,Phạm Ngũ Lão,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 12,9/5/2018,9/12/2018,15654486,Tin thường,60,nha_dat_thue,1300m²,Phan Văn Hớn,Tân Thới Nhất,triệu/tháng
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 7,9/3/2018,9/10/2018,14908702,Tin thường,3.4,nha_dat_thue,22m²,Trần Xuân Soạn,Tân Hưng,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 12,9/7/2018,9/14/2018,16421395,Tin thường,26.85,nha_dat_ban,127m²,Trần Thị Do,Hiệp Thành,triệu/m²
2+,Nhà đất cho thuê,Hà Nội,,Thanh Trì,9/9/2018,9/16/2018,16850188,Tin thường,12,nha_dat_thue,80m²,Nguyễn Xiển,Tân Triều,triệu/tháng
,Nhà đất bán,Long An,,Cần Giuộc,9/9/2018,9/16/2018,17529047,Tin thường,14,nha_dat_ban,100m²,835B,Long Thượng,triệu/m²
5+,Nhà đất bán,Hà Nội,Tây-Nam,Ba Đình,9/7/2018,9/14/2018,17231906,Tin Vip 1,10,nha_dat_ban,86m²,Hoàng Hoa Thám,Cống Vị,tỷ
2+,Nhà đất bán,Hồ Chí Minh,Bắc,Bình Tân,9/10/2018,9/17/2018,15490610,Tin Vip 3,1.9,nha_dat_ban,68m²,Tên Lửa,Bình Trị Đông B,tỷ
4+,Nhà đất bán,Hồ Chí Minh,,Quận 8,9/6/2018,9/13/2018,15999888,Tin thường,3.99,nha_dat_ban,100m²,An Dương Vương,16,tỷ
,Nhà đất bán,Hồ Chí Minh,Đông,Quận 7,9/8/2018,9/15/2018,16789471,Tin thường,200,nha_dat_ban,4m²,Nguyễn Lương Bằng,Phú Mỹ,triệu
,Nhà đất bán,Hồ Chí Minh,Đông-Nam,Bình Chánh,9/7/2018,9/14/2018,16292654,Tin thường,,nha_dat_ban,100m²,Nguyễn Văn Linh,Phong Phú,
,Nhà đất bán,Bình Dương,,Thuận An,9/10/2018,9/17/2018,17532693,Tin Vip 2,17,nha_dat_ban,100m²,Thủ Khoa Huân,Thuận Giao,triệu
1+,Nhà đất cho thuê,Hồ Chí Minh,,Tân Bình,9/7/2018,9/14/2018,16846148,Tin thường,8,nha_dat_thue,36m²,Phổ Quang,2,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/7/2018,9/14/2018,16457299,Tin thường,18.5,nha_dat_ban,180m²,Đỗ Xuân Hợp,Phước Long A,tỷ
,Nhà đất bán,Hà Nội,,Thanh Xuân,9/7/2018,9/14/2018,17202484,Tin thường,16,nha_dat_ban,112m²,Khương Trung,Thanh Xuân Nam,tỷ
1+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 4,9/5/2018,9/12/2018,12389338,Tin thường,18,nha_dat_thue,Không xác định,Bến Vân Đồn,12,triệu/tháng
,Nhà đất bán,Hà Nội,,Hoàng Mai,9/4/2018,9/11/2018,17172732,Tin thường,25.8,nha_dat_ban,160m²,Nguyễn Xiển,Đại Kim,tỷ
3+,Nhà đất bán,Hồ Chí Minh,Nam,Quận 7,9/6/2018,9/13/2018,12386810,Tin thường,8.9,nha_dat_ban,134m²,Đào Trí,Phú Thuận,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 7,9/9/2018,9/16/2018,17529956,Tin thường,9,nha_dat_thue,127m²,Phạm Hữu Lầu,Phú Mỹ,triệu/tháng
,Nhà đất bán,Khánh Hòa,Tây-Bắc,Diên Khánh,9/10/2018,9/17/2018,17531217,Tin thường,1,nha_dat_ban,348m²,,Diên Lâm,triệu/m²
,Nhà đất cho thuê,Đà Nẵng,,Hải Châu,9/4/2018,9/11/2018,16678123,Tin thường,200,nha_dat_thue,41m²,Nguyễn Hữu Thọ,,nghìn/m2/tháng
,Nhà đất bán,Bình Dương,,Bến Cát,9/6/2018,9/13/2018,14729938,Tin thường,285,nha_dat_ban,100m²,Đại Lộ Bình Dương,Thới Hòa,triệu
,Nhà đất bán,Hồ Chí Minh,,Tân Phú,9/8/2018,9/15/2018,15829087,Tin thường,6,nha_dat_ban,60m²,CN11,Sơn Kỳ,tỷ
,Nhà đất bán,Đồng Nai,,Nhơn Trạch,9/6/2018,9/13/2018,17496782,Tin thường,,nha_dat_ban,7517m²,Nguyễn Ái Quốc,Phước Khánh,
3+,Nhà đất bán,Hồ Chí Minh,Tây-Bắc,Quận 3,9/7/2018,9/14/2018,16549383,Tin thường,13,nha_dat_ban,86m²,Trần Văn Đang,11,tỷ
,Nhà đất bán,Bình Dương,Tây-Nam,Dĩ An,9/7/2018,9/21/2018,17507943,Tin thường,3.9,nha_dat_ban,134.8m²,Nguyễn Bính,Đông Hòa,tỷ
2+,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/9/2018,9/16/2018,17448159,Tin thường,2.5,nha_dat_ban,18.76m²,Xô Viết Nghệ Tĩnh,21,tỷ
5+,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/8/2018,9/15/2018,17435504,Tin thường,8.4,nha_dat_ban,53.2m²,Thành Thái,12,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 7,9/9/2018,9/16/2018,17207216,Tin thường,3.2,nha_dat_ban,60m²,,Tân Quy,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Tân Bình,9/10/2018,9/17/2018,17533136,Tin thường,10,nha_dat_thue,81m²,Trương Công Định,14,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Tân Bình,9/6/2018,9/13/2018,17501237,Tin thường,15.5,nha_dat_ban,114.4m²,Bạch Đằng,2,tỷ
,Nhà đất bán,Bình Dương,,Thuận An,9/10/2018,9/17/2018,16049660,Tin thường,20,nha_dat_ban,100m²,Phan Thanh Giản,Lái Thiêu,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/8/2018,9/15/2018,17522640,Tin thường,4.35,nha_dat_ban,45m²,Cách Mạng Tháng Tám,13,tỷ
,Nhà đất bán,Hà Nội,,Cầu Giấy,9/6/2018,9/13/2018,11162454,Tin thường,,nha_dat_ban,104m²,Phạm Hùng,Trung Hòa,
,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/9/2018,9/16/2018,17289362,Tin thường,5.2,nha_dat_ban,30m²,Nguyễn Cửu Vân,17,tỷ
2+,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/7/2018,9/16/2018,17506672,Tin thường,3.85,nha_dat_ban,44m²,Phan Văn Trị,,tỷ
,Nhà đất bán,Hà Nội,Đông-Bắc,Hoài Đức,9/7/2018,9/14/2018,17125814,Tin thường,795,nha_dat_ban,31.4m²,422,Vân Canh,triệu
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/6/2018,9/13/2018,17498047,Tin thường,1.5,nha_dat_ban,7749m²,,Phong Phú,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Tân Phú,9/10/2018,9/17/2018,16129843,Tin thường,6.2,nha_dat_ban,76m²,Khuông Việt,Phú Trung,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 7,9/8/2018,9/15/2018,17526131,Tin thường,2.2,nha_dat_ban,60m²,Gò Ô Môi,Phú Thuận,tỷ
,Nhà đất bán,Kiên Giang,,Phú Quốc,9/1/2018,9/11/2018,17448822,Tin Vip 1,,nha_dat_ban,120m²,Dương Tơ,Dương Tơ,
2+,Nhà đất cho thuê,Hà Nội,Nam,Hai Bà Trưng,9/7/2018,9/14/2018,17513300,Tin thường,11,nha_dat_thue,Không xác định,Minh Khai,Vĩnh Tuy,triệu/tháng
,Nhà đất bán,Long An,,Đức Hòa,9/5/2018,9/13/2018,17397398,Tin thường,8.6,nha_dat_ban,140m²,Tỉnh lộ 823,Đức Lập Hạ,triệu/m²
2+,Nhà đất cho thuê,Hồ Chí Minh,Đông,Tân Bình,9/5/2018,9/12/2018,17473115,Tin thường,13.5,nha_dat_thue,61m²,Hoàng Hoa Thám,13,triệu/tháng
,Nhà đất bán,Đồng Nai,,Biên Hòa,9/8/2018,9/15/2018,11669460,Tin thường,568,nha_dat_ban,100m²,Bùi Hữu Nghĩa,Tam Phước,triệu
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 4,9/6/2018,9/13/2018,17235872,Tin thường,9,nha_dat_thue,30m²,Bến Vân Đồn,6,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Bình Tân,9/8/2018,9/15/2018,17360126,Tin thường,750,nha_dat_ban,100m²,Tỉnh Lộ 10,Tân Tạo,triệu
,Nhà đất bán,Hồ Chí Minh,,Quận 3,9/8/2018,9/15/2018,16054941,Tin thường,95,nha_dat_ban,433m²,Nam Kỳ Khởi Nghĩa,7,tỷ
,Nhà đất cho thuê,Hà Nội,,Ba Đình,9/4/2018,9/11/2018,17401129,Tin thường,85,nha_dat_thue,100m²,Kim Mã,Kim Mã,triệu/tháng
1+,Nhà đất bán,Hồ Chí Minh,,Quận 2,9/4/2018,9/11/2018,17275348,Tin Vip 3,4,nha_dat_ban,85m²,11,Thảo Điền,tỷ
,Nhà đất bán,Hồ Chí Minh,,Nhà Bè,9/8/2018,9/15/2018,16698547,Tin thường,29,nha_dat_ban,288m²,15B,Phú Xuân,triệu/m²
,Nhà đất bán,Bình Dương,Tây,Thủ Dầu Một,9/9/2018,9/16/2018,17432758,Tin Vip 3,31,nha_dat_ban,771.5m²,30/4,Phú Thọ,triệu/m²
,Nhà đất bán,Hà Nội,,Đống Đa,9/6/2018,9/13/2018,17497840,Tin thường,3.2,nha_dat_ban,36m²,Tôn Đức Thắng,Hàng Bột,tỷ
1+,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/4/2018,9/11/2018,17457371,Tin Vip 3,1.02,nha_dat_ban,47m²,Liên Phường,Phú Hữu,tỷ
3+,Nhà đất cho thuê,Hà Nội,,Hà Đông,9/4/2018,9/12/2018,16647959,Tin thường,,nha_dat_thue,120m²,Ao Sen,Mỗ Lao,
,Nhà đất bán,Quảng Nam,Đông-Bắc,Điện Bàn,9/7/2018,9/14/2018,17504172,Tin thường,980,nha_dat_ban,105m²,Quốc lộ 1A,Điện Thắng Trung,triệu
,Nhà đất bán,Hà Nội,,Đống Đa,9/8/2018,9/15/2018,16361497,Tin thường,13.2,nha_dat_ban,55m²,Thái Hà,Trung Liệt,tỷ
,Nhà đất cho thuê,Hà Nội,,Hà Đông,9/5/2018,9/12/2018,17469506,Tin thường,38,nha_dat_thue,60m²,Trần Phú,Nguyễn Trãi,triệu/tháng
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 9,9/5/2018,9/12/2018,17411763,Tin thường,15,nha_dat_thue,80m²,Đỗ Xuân Hợp,Phước Bình,triệu/tháng
,Nhà đất bán,Bắc Giang,Đông-Nam,Bắc Giang,9/7/2018,9/14/2018,17095580,Tin thường,870,nha_dat_ban,100m²,,Xương Giang,triệu
2+,Nhà đất bán,Hà Nội,,Hà Đông,9/3/2018,9/11/2018,17153686,Tin thường,11,nha_dat_thue,80m²,Tô Hiến Thành,Mỗ Lao,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Nhà Bè,9/6/2018,9/13/2018,14693259,Tin thường,550,nha_dat_ban,80m²,Nguyễn Bình,,triệu
,Nhà đất bán,Hồ Chí Minh,Đông-Nam,Quận 9,9/7/2018,9/17/2018,17354797,Tin Vip 2,1.4,nha_dat_ban,52m²,Lã Xuân Oai,Long Trường,tỷ
2+,Nhà đất cho thuê,Hà Nội,,Thanh Xuân,9/6/2018,9/13/2018,16423285,Tin thường,9,nha_dat_thue,87m²,Chính Kinh,Thượng Đình,triệu/tháng
4+,Nhà đất cho thuê,Bình Dương,Đông-Nam,Bến Cát,9/5/2018,9/12/2018,16816185,Tin thường,15,nha_dat_thue,Không xác định,NE2,Thới Hòa,triệu/tháng
